head,predicate,tail,dataset
06295235,_member_of_domain_usage,03036341,train
10386984,_derivationally_related_form,03859717,train
03016202,_derivationally_related_form,06976392,train
00150762,_hypernym,00046522,train
04257790,_has_part,04257986,train
10404426,_hypernym,10703692,test
03819994,_hypernym,04474466,train
10789118,_hypernym,10257647,train
00779374,_similar_to,00780575,train
03365592,_derivationally_related_form,01412346,train
10287213,_hypernym,09605289,train
10184946,_derivationally_related_form,01826723,train
06503884,_hypernym,06502378,train
01238640,_derivationally_related_form,07410207,train
02642610,_derivationally_related_form,05062370,train
01716619,_synset_domain_topic_of,06157326,train
02583567,_hypernym,01438208,train
01311896,_derivationally_related_form,04478889,train
12618727,_hypernym,13121544,train
05288091,_has_part,05582305,train
01012712,_derivationally_related_form,00654625,train
02501278,_hypernym,00697589,train
02577061,_also_see,01180695,train
06536853,_has_part,06394564,train
01620854,_hypernym,01619929,train
04259771,_hypernym,03733925,test
12071965,_hypernym,11556857,train
13215462,_hypernym,13167078,train
13202749,_hypernym,13166338,train
09044862,_member_of_domain_region,13753585,train
01106808,_derivationally_related_form,02245765,valid
01666894,_synset_domain_topic_of,05750657,train
04854389,_hypernym,04827652,train
03096593,_hypernym,03183080,train
14469766,_hypernym,14469014,train
00399788,_derivationally_related_form,13510433,train
13144511,_member_meronym,13145250,train
00334803,_verb_group,00332672,train
10752093,_derivationally_related_form,02574205,train
09085209,_instance_hypernym,08524735,train
00467995,_hypernym,00467719,train
02225959,_member_meronym,02226183,train
05001089,_hypernym,05000913,train
00230033,_hypernym,00205885,train
05562249,_hypernym,05560244,train
09064861,_instance_hypernym,08524735,train
09799607,_hypernym,10000787,train
12775717,_hypernym,12651821,train
03203641,_hypernym,03713736,train
02252039,_member_meronym,02252429,train
07154330,_derivationally_related_form,00980453,train
12423565,_member_meronym,12459471,test
14498096,_derivationally_related_form,00426608,train
09262082,_instance_hypernym,09475292,train
00176137,_derivationally_related_form,06300193,train
15120823,_hypernym,00028270,train
00082870,_derivationally_related_form,02381726,train
07206096,_hypernym,07205946,train
01426784,_hypernym,08103777,train
02396667,_hypernym,01864707,train
08952190,_derivationally_related_form,02961505,train
01207527,_hypernym,00126264,train
04140064,_hypernym,03489162,train
06749729,_hypernym,06748969,train
00975452,_hypernym,00972621,train
13091774,_hypernym,11675842,train
00872886,_derivationally_related_form,09775663,train
06733939,_derivationally_related_form,00954422,train
14322248,_hypernym,14533203,train
02443609,_derivationally_related_form,10468559,train
00278040,_hypernym,00277376,train
02528534,_member_meronym,02538730,test
00628491,_derivationally_related_form,10708454,train
02648253,_derivationally_related_form,01018366,train
04910377,_derivationally_related_form,02519666,train
05297523,_has_part,05493303,train
02074542,_hypernym,01864707,train
04159058,_derivationally_related_form,01356582,test
02064154,_member_meronym,02065599,train
12080199,_hypernym,11556857,train
06248043,_hypernym,05996646,train
12380197,_hypernym,11575425,train
00013172,_derivationally_related_form,00074790,train
08852389,_member_meronym,09693372,train
14492953,_hypernym,14491271,train
00518303,_hypernym,00517728,train
07368256,_derivationally_related_form,00245059,train
08103299,_synset_domain_topic_of,06037666,train
01622596,_member_meronym,01623880,train
10728998,_derivationally_related_form,01195299,train
14081941,_hypernym,14081375,train
00076563,_hypernym,00074790,train
00072261,_derivationally_related_form,01537409,train
00386915,_hypernym,00385791,train
01503952,_derivationally_related_form,10644469,train
06438477,_instance_hypernym,06394865,train
07073447,_member_of_domain_usage,09637512,train
01156438,_hypernym,01123598,train
12497492,_hypernym,11585340,train
08798771,_instance_hypernym,08597727,train
00759657,_derivationally_related_form,07168131,train
00157957,_derivationally_related_form,02569790,train
08050678,_member_meronym,08165455,train
06818747,_derivationally_related_form,00662182,train
02275365,_derivationally_related_form,09810364,train
02994448,_derivationally_related_form,04773596,train
01797180,_hypernym,01507175,train
00670250,_has_part,00669481,train
00815801,_hypernym,00815320,train
00014742,_derivationally_related_form,10610465,train
01902783,_verb_group,01838651,valid
08975902,_has_part,08976799,train
07573696,_has_part,07578363,train
02226172,_derivationally_related_form,03789946,train
00103696,_derivationally_related_form,04821802,train
10380672,_derivationally_related_form,06170498,train
00457100,_derivationally_related_form,00380994,train
02334867,_hypernym,02327200,train
02828884,_hypernym,04161981,train
02245993,_derivationally_related_form,08063446,train
02331479,_hypernym,01862557,train
03082979,_has_part,03916720,train
14454450,_hypernym,14452616,train
06716796,_derivationally_related_form,00463234,valid
08216647,_synset_domain_topic_of,08199025,train
01723224,_derivationally_related_form,00894552,train
06558678,_derivationally_related_form,02498716,train
06424275,_synset_domain_topic_of,00759694,train
09369169,_derivationally_related_form,02654947,train
01941093,_derivationally_related_form,00815801,train
13433061,_synset_domain_topic_of,06172789,train
00906735,_derivationally_related_form,15224692,train
01015866,_derivationally_related_form,06613056,train
05982152,_derivationally_related_form,00708538,train
15129572,_instance_hypernym,15243730,train
10298912,_derivationally_related_form,00595146,train
00973056,_hypernym,00954608,train
13434878,_derivationally_related_form,00160261,train
14311348,_hypernym,14299637,train
05984584,_derivationally_related_form,00121046,train
00962447,_derivationally_related_form,07135734,train
02903204,_hypernym,03736970,train
02588286,_hypernym,02554730,train
00856824,_hypernym,00681429,train
00989602,_derivationally_related_form,07167415,train
11919232,_hypernym,11566230,train
00858568,_derivationally_related_form,09913329,train
01689379,_derivationally_related_form,08612786,train
13944747,_hypernym,13933841,train
02259005,_derivationally_related_form,07443761,train
02502514,_hypernym,01886756,train
02551832,_derivationally_related_form,10553805,train
01487743,_hypernym,01429349,train
00754280,_derivationally_related_form,02288656,train
06295235,_member_of_domain_usage,04371430,valid
01015310,_derivationally_related_form,01320009,train
13855627,_hypernym,13854649,train
02057656,_derivationally_related_form,00307631,train
03921209,_hypernym,07951464,train
00624967,_hypernym,01634142,train
00068858,_hypernym,00067999,train
08929922,_has_part,08937594,train
00117578,_hypernym,00116687,train
08860123,_member_of_domain_region,04038109,train
00024279,_hypernym,00022686,test
00355691,_derivationally_related_form,02601996,train
02266148,_hypernym,02267060,train
07548366,_hypernym,07547805,train
07429976,_hypernym,07370125,train
12660009,_member_meronym,12667179,train
12326604,_hypernym,11562747,train
06209242,_hypernym,06208751,train
01438720,_member_meronym,01440949,train
08192361,_synset_domain_topic_of,08199025,train
09910222,_derivationally_related_form,01949817,train
09984298,_derivationally_related_form,00591622,train
01592669,_hypernym,01456771,train
01927665,_hypernym,01921559,train
07327805,_hypernym,07326557,train
02081178,_derivationally_related_form,08617963,test
01592084,_hypernym,01591697,train
02550296,_member_meronym,02550460,train
02205383,_hypernym,01759182,train
11680032,_hypernym,09201031,train
12709349,_has_part,07750449,train
00382109,_derivationally_related_form,00394813,train
13001743,_member_meronym,13001930,train
02584475,_hypernym,02584097,train
13024967,_member_meronym,13026146,train
06845599,_member_of_domain_usage,03867675,train
00728826,_hypernym,00636574,train
05784831,_derivationally_related_form,00813044,train
00071178,_derivationally_related_form,10716005,train
05147237,_derivationally_related_form,00934199,train
00717748,_derivationally_related_form,01374767,valid
00023646,_hypernym,00023868,train
02236495,_member_meronym,02236896,valid
12393527,_member_meronym,12393723,train
11999455,_hypernym,11579418,train
05586446,_has_part,05587288,train
00952524,_also_see,00825648,train
00814458,_hypernym,00812977,train
05018103,_hypernym,05009170,test
10117017,_derivationally_related_form,02729965,train
06794666,_derivationally_related_form,01031109,train
00022686,_derivationally_related_form,04836683,train
02615157,_member_meronym,02615298,train
02655180,_synset_domain_topic_of,06057539,train
02316649,_hypernym,02199590,train
12235263,_member_meronym,12236160,train
01446283,_member_meronym,01446589,train
00344942,_hypernym,00331950,train
05144079,_hypernym,04723816,train
11698433,_hypernym,11571907,train
02303331,_hypernym,02228031,train
05115040,_derivationally_related_form,00013887,train
04522421,_hypernym,09190918,train
01277431,_derivationally_related_form,03406966,train
04695963,_hypernym,04695176,train
00272448,_derivationally_related_form,02579447,train
01906322,_hypernym,01904930,train
06268784,_hypernym,06268096,test
06295235,_member_of_domain_usage,03594734,train
00072586,_verb_group,00072012,train
08860123,_member_of_domain_region,06529879,train
10612803,_hypernym,00007846,train
11874081,_hypernym,13085113,train
09899289,_hypernym,00007846,train
00765343,_synset_domain_topic_of,08441203,train
08723006,_has_part,08727396,train
00910891,_hypernym,00907147,train
02296150,_hypernym,01762525,train
02603424,_hypernym,02507736,train
02258617,_derivationally_related_form,10671042,train
02236896,_hypernym,02159955,train
10643727,_hypernym,00007846,train
00932298,_hypernym,00932088,train
01066163,_hypernym,01062583,train
06013584,_synset_domain_topic_of,06000644,test
00060185,_hypernym,00055142,train
00357275,_hypernym,00357023,train
02184610,_derivationally_related_form,07396945,train
00636728,_derivationally_related_form,00785962,train
06712833,_hypernym,06711855,train
02550868,_derivationally_related_form,10522759,train
05325378,_hypernym,05249636,train
08176077,_member_meronym,08753933,train
01762839,_derivationally_related_form,00802946,train
00212414,_hypernym,01664172,train
02484570,_verb_group,01137138,train
01893825,_hypernym,01889074,train
01156438,_derivationally_related_form,01098869,train
12637485,_has_part,07820036,train
05008943,_derivationally_related_form,01477806,train
00132219,_synset_domain_topic_of,00471613,train
06986276,_hypernym,06986558,train
04771890,_hypernym,04770211,train
12400261,_member_meronym,12400720,train
09137032,_has_part,09137451,train
01115190,_derivationally_related_form,10710509,train
09618957,_hypernym,00007846,train
08287844,_derivationally_related_form,00159880,train
08860123,_member_of_domain_region,10641223,train
00134780,_derivationally_related_form,01415585,train
08806897,_has_part,08807554,test
08675967,_has_part,08615374,train
08381636,_hypernym,08322981,train
10548681,_hypernym,10053808,train
02292564,_member_meronym,02292692,train
05844105,_derivationally_related_form,01687569,train
01086945,_hypernym,13265904,train
07849336,_hypernym,07843775,train
02228874,_hypernym,01759182,train
05641959,_derivationally_related_form,00597634,train
04205759,_hypernym,04008634,train
12463574,_member_meronym,12463743,train
06777164,_derivationally_related_form,00852685,train
02689882,_derivationally_related_form,05731779,train
00953923,_hypernym,00953216,train
10670310,_derivationally_related_form,02299269,train
04901326,_derivationally_related_form,01880531,train
11698895,_hypernym,11571907,train
01551871,_derivationally_related_form,10566072,test
01238358,_derivationally_related_form,08511241,train
13319726,_hypernym,13319032,train
