head,predicate,tail
03673971,_derivationally_related_form,01285440
06100555,_hypernym,06090869
08860123,_member_of_domain_region,10181990
12169776,_member_meronym,12181851
02824444,_derivationally_related_form,00345926
09044862,_has_part,09420030
10714851,_derivationally_related_form,02181538
01567888,_derivationally_related_form,06071934
09306642,_instance_hypernym,09360122
05611684,_hypernym,05611302
00568430,_synset_domain_topic_of,00482298
01428853,_derivationally_related_form,00845523
01803003,_derivationally_related_form,00422551
00980176,_hypernym,00978549
00588221,_derivationally_related_form,05805475
14487443,_hypernym,14487184
05841151,_hypernym,05839024
00148057,_hypernym,00199707
09014470,_instance_hypernym,08524735
08641113,_hypernym,08648322
02033295,_hypernym,01907258
14992287,_derivationally_related_form,01362568
01249294,_derivationally_related_form,07655337
08172103,_member_meronym,09044190
05528604,_hypernym,05303402
05816790,_hypernym,05816622
12203896,_hypernym,12202936
05822746,_derivationally_related_form,00950431
15170504,_hypernym,15113229
13077479,_member_meronym,13080471
01700655,_hypernym,01698271
02118933,_derivationally_related_form,05703429
04946877,_hypernym,04946553
13984613,_derivationally_related_form,02768702
06562802,_derivationally_related_form,01016626
02710043,_derivationally_related_form,09987239
00366020,_derivationally_related_form,07360293
14542579,_synset_domain_topic_of,06149484
01053920,_derivationally_related_form,02650552
06410904,_has_part,06345131
11951052,_has_part,07709701
02374914,_derivationally_related_form,07553301
01541803,_derivationally_related_form,15049594
08403225,_derivationally_related_form,10323182
11806975,_member_meronym,11807108
10057714,_hypernym,10378412
11202063,_instance_hypernym,10231515
05986948,_derivationally_related_form,01131473
00802318,_derivationally_related_form,01762839
08304135,_member_meronym,09013353
00970215,_hypernym,00968211
05070290,_hypernym,05064037
06539770,_derivationally_related_form,00747135
02681795,_also_see,02682424
01552219,_hypernym,01552519
01001857,_derivationally_related_form,06508816
01196037,_derivationally_related_form,04882622
02014165,_derivationally_related_form,00053097
04290259,_hypernym,04007664
09379938,_instance_hypernym,09411430
09587565,_hypernym,09483738
01015244,_derivationally_related_form,06733939
02123812,_also_see,01834304
02479154,_hypernym,02473981
02208537,_derivationally_related_form,06523132
10481268,_synset_domain_topic_of,06128570
00856578,_hypernym,01010118
06488880,_hypernym,06481320
01643896,_hypernym,01639765
01243089,_synset_domain_topic_of,06234825
01662118,_derivationally_related_form,00115803
00185104,_derivationally_related_form,00482893
03488603,_hypernym,03489162
10182913,_derivationally_related_form,01201422
11389619,_instance_hypernym,09927451
01131794,_hypernym,00829378
10390199,_derivationally_related_form,05965586
00379754,_hypernym,00378985
07175241,_derivationally_related_form,00805376
08934694,_instance_hypernym,08633957
00896688,_hypernym,00896348
02608823,_verb_group,02600948
02569790,_derivationally_related_form,07339329
10743675,_derivationally_related_form,00940384
00734790,_hypernym,00742320
06486405,_synset_domain_topic_of,00471613
05716744,_hypernym,05715283
13052431,_member_meronym,13052931
03550420,_hypernym,02944826
08791167,_has_part,09033333
01532329,_derivationally_related_form,04694809
15210045,_has_part,15182189
09540055,_hypernym,09538915
01020005,_derivationally_related_form,06766190
14964129,_synset_domain_topic_of,06079620
02396716,_derivationally_related_form,00164152
13853546,_hypernym,13850304
08860123,_member_of_domain_region,06884790
08155518,_hypernym,08153437
00332154,_verb_group,00332445
01362736,_hypernym,01264283
02822055,_synset_domain_topic_of,06078978
06766190,_derivationally_related_form,01020005
01449236,_derivationally_related_form,05291728
10437262,_hypernym,10707804
13985818,_hypernym,07480068
01101329,_hypernym,01094725
02357072,_derivationally_related_form,07199922
02018265,_hypernym,01979462
02519666,_derivationally_related_form,04910377
13963757,_hypernym,13952601
11797016,_member_meronym,11797981
02624263,_derivationally_related_form,07323922
01105186,_derivationally_related_form,07120524
08860123,_member_of_domain_region,04539053
05027837,_hypernym,05027529
01184625,_hypernym,02203362
07819303,_hypernym,07809368
09225146,_synset_domain_topic_of,09411430
00947077,_derivationally_related_form,05692419
06753299,_derivationally_related_form,00716758
02025530,_member_meronym,02026798
03802393,_hypernym,03309808
05817845,_hypernym,05817396
14911057,_hypernym,14727670
00509607,_derivationally_related_form,04682462
01387301,_derivationally_related_form,03965907
00519751,_hypernym,00519363
02200198,_hypernym,02188699
07643981,_hypernym,07557165
02330245,_hypernym,02329401
05081434,_hypernym,05079866
04489008,_hypernym,03419014
03294604,_synset_domain_topic_of,06128570
12060816,_hypernym,11556857
08268085,_has_part,08268321
00637259,_also_see,00712708
13597794,_synset_domain_topic_of,06809074
00770543,_hypernym,00732746
02656763,_derivationally_related_form,09862345
05148699,_derivationally_related_form,01158872
04185071,_derivationally_related_form,01246601
11150634,_instance_hypernym,10650162
02750835,_derivationally_related_form,00189580
01252124,_synset_domain_topic_of,08441203
07345593,_derivationally_related_form,01901783
00421437,_hypernym,00420477
02758270,_synset_domain_topic_of,07979425
00065370,_verb_group,00065639
10495975,_hypernym,00007846
03869222,_hypernym,02717901
00842538,_hypernym,00843468
00240184,_derivationally_related_form,01753788
09637339,_hypernym,10787470
08190482,_member_meronym,10055847
02741960,_verb_group,01532589
02303448,_hypernym,01762525
02419773,_derivationally_related_form,10154601
05016171,_derivationally_related_form,02333358
01662118,_hypernym,01619929
00285557,_derivationally_related_form,01928838
01046932,_derivationally_related_form,07126734
09085441,_instance_hypernym,08524735
10930428,_instance_hypernym,10650162
00343771,_derivationally_related_form,15287830
00107943,_derivationally_related_form,00376994
02641608,_hypernym,01342529
00384802,_derivationally_related_form,02430580
04190052,_hypernym,04359589
02027226,_hypernym,02025009
12386724,_hypernym,11575425
01379954,_member_meronym,01380298
10779775,_hypernym,10197967
02858304,_derivationally_related_form,01944692
06295235,_member_of_domain_usage,13396054
01894207,_hypernym,01889074
05464685,_hypernym,05238036
00168588,_hypernym,01631072
09811712,_hypernym,09610660
02846399,_hypernym,03925226
07726230,_hypernym,07725376
01496978,_derivationally_related_form,04194289
06617413,_hypernym,06613686
01822164,_member_meronym,01822300
02844307,_hypernym,03154446
02869837,_hypernym,03497657
04574999,_derivationally_related_form,01887020
01559868,_hypernym,01517662
01497634,_hypernym,01494310
01346978,_derivationally_related_form,04211528
03132261,_synset_domain_topic_of,00476389
08340153,_member_meronym,08194546
07407272,_hypernym,07405893
11841529,_member_meronym,11853191
00956250,_derivationally_related_form,07202812
00064479,_also_see,00931555
08915372,_member_meronym,09721444
05216365,_has_part,05511618
02123298,_derivationally_related_form,05722868
01668257,_member_meronym,01668436
07963987,_derivationally_related_form,01462005
03814906,_hypernym,03597469
00502757,_derivationally_related_form,07434473
00342028,_derivationally_related_form,02045790
00022686,_derivationally_related_form,01046984
00121166,_derivationally_related_form,01062555
04338517,_hypernym,03800933
14588219,_hypernym,14586258
04683814,_derivationally_related_form,01675963
01965156,_derivationally_related_form,05086740
00311809,_hypernym,00306426
01955808,_hypernym,01941093
15147850,_derivationally_related_form,00252710
11071677,_instance_hypernym,09807075
03876519,_hypernym,03453809
07002992,_hypernym,06634376
01911698,_derivationally_related_form,00284101
05645199,_hypernym,05644922
09053185,_has_part,09255921
01577941,_hypernym,01577659
06715638,_hypernym,06714976
01208291,_derivationally_related_form,00518395
00122338,_hypernym,00121366
14821248,_hypernym,14821043
01670172,_hypernym,01675963
03747103,_hypernym,03808564
01969103,_member_meronym,01969550
02753642,_derivationally_related_form,00464513
12800327,_hypernym,11585340
06028021,_has_part,06027264
06377133,_hypernym,06364329
05540513,_has_part,05541645
03886237,_hypernym,03800001
13062112,_hypernym,11590783
01728840,_derivationally_related_form,00099588
02806261,_derivationally_related_form,01202728
08783286,_has_part,08783812
02734217,_derivationally_related_form,02034986
12680125,_hypernym,11579418
07325190,_derivationally_related_form,00345761
00981083,_hypernym,00980453
05981768,_derivationally_related_form,02735418
02040652,_derivationally_related_form,05072911
03231912,_derivationally_related_form,02071457
11832214,_hypernym,12212361
12476036,_member_meronym,12478283
05442131,_has_part,05436752
06778102,_derivationally_related_form,10224098
08125722,_hypernym,08337324
13425245,_hypernym,13497135
15232899,_instance_hypernym,15113229
02764828,_derivationally_related_form,09983572
07411350,_hypernym,07351612
12354849,_hypernym,11556857
08418103,_member_meronym,01383638
09926862,_derivationally_related_form,00654625
08025835,_synset_domain_topic_of,00759694
01536344,_hypernym,01458973
00352331,_hypernym,00351638
02493666,_hypernym,02480923
06667792,_synset_domain_topic_of,08441203
01535246,_derivationally_related_form,00255710
01654628,_hypernym,01617192
02959942,_hypernym,04576211
01253060,_hypernym,00044455
00783523,_hypernym,00782527
00365188,_derivationally_related_form,00365471
01156834,_also_see,01197980
08213205,_hypernym,08190754
15254550,_hypernym,15113229
00721098,_derivationally_related_form,05916739
12524518,_hypernym,11585340
00834259,_hypernym,00834009
00199130,_hypernym,00191142
02085320,_hypernym,02060141
01365549,_derivationally_related_form,03532672
03905540,_derivationally_related_form,01442203
01727490,_synset_domain_topic_of,00543233
05311054,_has_part,05314075
08993288,_has_part,08995242
02896074,_hypernym,02853449
00797299,_derivationally_related_form,10037080
10742384,_hypernym,10586674
06598746,_derivationally_related_form,02152278
05299178,_has_part,05473735
05707269,_derivationally_related_form,00615421
00229934,_hypernym,00209943
00386676,_hypernym,00385791
02581276,_hypernym,02579447
01967396,_hypernym,01939598
00574735,_synset_domain_topic_of,00620554
12607198,_hypernym,11556857
12864160,_hypernym,12205694
12905817,_hypernym,12205694
06255354,_derivationally_related_form,00973728
05820170,_derivationally_related_form,02677097
02154508,_derivationally_related_form,03181293
00152887,_derivationally_related_form,07355887
07298154,_derivationally_related_form,01126051
02332999,_derivationally_related_form,10753182
02553196,_member_meronym,02610834
06845599,_member_of_domain_usage,02990561
13742573,_hypernym,13741022
00866702,_derivationally_related_form,01039925
15118453,_hypernym,15113229
01639714,_derivationally_related_form,09805475
10102800,_derivationally_related_form,00054628
00796315,_derivationally_related_form,10072708
05370410,_hypernym,05418717
12876032,_member_meronym,12877041
07775375,_derivationally_related_form,01140794
14045141,_hypernym,14044930
14641397,_hypernym,14904661
02155248,_derivationally_related_form,02103481
00151497,_hypernym,00043195
06435651,_instance_hypernym,06394865
08082602,_hypernym,08081668
03965456,_has_part,03378005
12603959,_hypernym,12205694
02430045,_has_part,02158846
00698398,_derivationally_related_form,00163047
08299307,_hypernym,08329453
03181899,_hypernym,03040587
00027807,_hypernym,00024264
13224256,_member_meronym,13224454
02177972,_hypernym,02164464
04721650,_hypernym,04721058
07826930,_hypernym,07812184
12806455,_member_meronym,12807251
14941884,_hypernym,14798450
02451951,_also_see,02326695
04864515,_hypernym,04864200
01349948,_hypernym,01355326
01369663,_also_see,00956131
08631531,_hypernym,08552138
12039743,_member_meronym,12085840
08903352,_instance_hypernym,08524735
00153809,_hypernym,00151497
12280487,_hypernym,11564734
07611358,_hypernym,07609840
02697725,_hypernym,00836236
01528069,_also_see,02713372
01165579,_hypernym,01158872
01872877,_verb_group,01872645
00740712,_derivationally_related_form,00810557
01369758,_derivationally_related_form,00708017
08947617,_instance_hypernym,08691669
00886602,_hypernym,00886759
06773150,_derivationally_related_form,00885217
14597158,_derivationally_related_form,01540449
14514491,_hypernym,14514039
02660631,_hypernym,02660442
12455950,_hypernym,13100156
04243727,_synset_domain_topic_of,03082979
02193765,_hypernym,02193194
00100235,_hypernym,00099721
02060889,_hypernym,02059162
02535716,_hypernym,02431320
01206849,_derivationally_related_form,07409592
01489161,_derivationally_related_form,02964389
01328513,_derivationally_related_form,02728763
